movieId,new_movie_id
424,418
425,419
426,420
427,421
428,422
429,423
430,424
431,425
432,426
433,427
434,428
435,429
436,430
437,431
438,432
439,433
440,434
441,435
442,436
443,437
444,438
445,439
446,440
447,441
448,442
449,443
450,444
451,445
452,446
453,447
454,448
455,449
456,450
457,451
458,452
459,453
460,454
461,455
462,456
463,457
464,458
465,459
466,460
467,461
468,462
469,463
470,464
471,465
472,466
473,467
474,468
475,469
476,470
477,471
478,472
479,473
480,474
481,475
482,476
483,477
484,478
485,479
486,480
487,481
488,482
489,483
490,484
491,485
492,486
493,487
494,488
495,489
496,490
497,491
498,492
499,493
500,494
501,495
502,496
503,497
504,498
505,499
506,500
507,501
508,502
509,503
510,504
511,505
512,506
513,507
514,508
515,509
516,510
517,511
518,512
519,513
520,514
521,515
522,516
523,517
524,518
525,519
526,520
527,521
528,522
529,523
530,524
531,525
532,526
533,527
534,528
535,529
536,530
537,531
538,532
539,533
540,534
541,535
542,536
543,537
544,538
546,539
547,540
548,541
549,542
550,543
551,544
552,545
553,546
554,547
555,548
556,549
558,550
559,551
560,552
561,553
562,554
563,555
564,556
565,557
566,558
567,559
568,560
569,561
570,562
571,563
572,564
573,565
574,566
575,567
576,568
577,569
579,570
580,571
581,572
582,573
583,574
584,575
585,576
586,577
587,578
588,579
589,580
590,581
591,582
592,583
593,584
594,585
595,586
596,587
597,588
598,589
599,590
600,591
601,592
602,593
603,594
605,595
606,596
607,597
608,598
609,599
610,600
611,601
612,602
613,603
614,604
615,605
616,606
617,607
618,608
619,609
620,610
621,611
623,612
625,613
626,614
627,615
628,616
629,617
630,618
631,619
632,620
633,621
634,622
635,623
636,624
637,625
638,626
639,627
640,628
641,629
642,630
643,631
644,632
645,633
647,634
648,635
649,636
650,637
651,638
652,639
653,640
654,641
655,642
656,643
657,644
658,645
659,646
660,647
661,648
662,649
663,650
664,651
665,652
666,653
667,654
668,655
670,656
671,657
672,658
673,659
674,660
675,661
676,662
678,663
679,664
680,665
681,666
682,667
683,668
684,669
685,670
687,671
688,672
690,673
691,674
692,675
693,676
694,677
695,678
696,679
697,680
698,681
699,682
700,683
701,684
702,685
703,686
704,687
705,688
706,689
707,690
708,691
709,692
710,693
711,694
712,695
713,696
714,697
715,698
716,699
717,700
718,701
719,702
720,703
722,704
723,705
724,706
725,707
726,708
727,709
728,710
729,711
731,712
732,713
733,714
734,715
735,716
736,717
737,718
738,719
739,720
741,721
742,722
743,723
744,724
745,725
746,726
747,727
748,728
749,729
750,730
751,731
752,732
753,733
754,734
755,735
756,736
757,737
758,738
759,739
760,740
761,741
762,742
763,743
764,744
765,745
766,746
767,747
768,748
769,749
770,750
771,751
772,752
773,753
774,754
775,755
776,756
777,757
778,758
779,759
780,760
781,761
782,762
783,763
784,764
785,765
786,766
787,767
788,768
789,769
790,770
791,771
792,772
793,773
794,774
795,775
796,776
797,777
798,778
799,779
800,780
801,781
802,782
803,783
804,784
805,785
806,786
807,787
808,788
809,789
810,790
812,791
813,792
814,793
815,794
816,795
818,796
819,797
820,798
821,799
822,800
823,801
824,802
825,803
826,804
827,805
828,806
829,807
830,808
831,809
832,810
833,811
834,812
835,813
836,814
837,815
838,816
839,817
840,818
841,819
842,820
843,821
844,822
845,823
846,824
847,825
848,826
849,827
850,828
851,829
852,830
853,831
854,832
855,833
856,834
857,835
858,836
860,837
861,838
862,839
864,840
865,841
866,842
867,843
868,844
869,845
870,846
871,847
872,848
873,849
874,850
875,851
876,852
877,853
878,854
879,855
880,856
881,857
882,858
884,859
885,860
886,861
887,862
889,863
890,864
891,865
892,866
893,867
894,868
895,869
896,870
897,871
898,872
899,873
900,874
901,875
902,876
903,877
904,878
905,879
906,880
907,881
908,882
909,883
910,884
911,885
912,886
913,887
914,888
915,889
916,890
917,891
918,892
919,893
920,894
921,895
922,896
923,897
924,898
925,899
926,900
927,901
928,902
929,903
930,904
931,905
932,906
933,907
934,908
935,909
936,910
937,911
938,912
939,913
940,914
941,915
942,916
943,917
944,918
945,919
946,920
947,921
948,922
949,923
950,924
951,925
952,926
953,927
954,928
955,929
956,930
957,931
958,932
959,933
960,934
961,935
962,936
963,937
964,938
965,939
966,940
967,941
968,942
969,943
970,944
971,945
972,946
973,947
974,948
975,949
976,950
977,951
979,952
980,953
981,954
982,955
983,956
984,957
985,958
986,959
987,960
988,961
989,962
990,963
991,964
992,965
993,966
994,967
996,968
997,969
998,970
999,971
1000,972
1001,973
1002,974
1003,975
1004,976
1005,977
1006,978
1007,979
1008,980
1009,981
1010,982
1011,983
1012,984
1013,985
1014,986
1015,987
1016,988
1017,989
1018,990
1019,991
1020,992
1021,993
1022,994
1023,995
1024,996
1025,997
1026,998
1027,999
1028,1000
1029,1001
1030,1002
1031,1003
1032,1004
1033,1005
1034,1006
1035,1007
1036,1008
1037,1009
1038,1010
1039,1011
1040,1012
1041,1013
1042,1014
1043,1015
1044,1016
1045,1017
1046,1018
1047,1019
1049,1020
1050,1021
1051,1022
1052,1023
1053,1024
1054,1025
1055,1026
1056,1027
1057,1028
1058,1029
1059,1030
1060,1031
1061,1032
1062,1033
1063,1034
1065,1035
1066,1036
1067,1037
1068,1038
1069,1039
1070,1040
1071,1041
1073,1042
1075,1043
1076,1044
1077,1045
1078,1046
1079,1047
1080,1048
1081,1049
1082,1050
1083,1051
1084,1052
1085,1053
1086,1054
1087,1055
1088,1056
1089,1057
1090,1058
1091,1059
1092,1060
1093,1061
1094,1062
1095,1063
1096,1064
1097,1065
1098,1066
1099,1067
1100,1068
1101,1069
1102,1070
1103,1071
1104,1072
1105,1073
1106,1074
1107,1075
1109,1076
1110,1077
1111,1078
1112,1079
1113,1080
1114,1081
1115,1082
1116,1083
1117,1084
1118,1085
1119,1086
1120,1087
1121,1088
1123,1089
1124,1090
1125,1091
1126,1092
1127,1093
1128,1094
1129,1095
1130,1096
1131,1097
1132,1098
1133,1099
1134,1100
1135,1101
1136,1102
1137,1103
1138,1104
1139,1105
1140,1106
1141,1107
1142,1108
1143,1109
1144,1110
1145,1111
1147,1112
1148,1113
1149,1114
1150,1115
1151,1116
1152,1117
1153,1118
1154,1119
1155,1120
1156,1121
1157,1122
1158,1123
1159,1124
1160,1125
1161,1126
1162,1127
1163,1128
1164,1129
1165,1130
1166,1131
1167,1132
1168,1133
1169,1134
1170,1135
1171,1136
1172,1137
1173,1138
1174,1139
1175,1140
1176,1141
1177,1142
1178,1143
1179,1144
1180,1145
1181,1146
1183,1147
1184,1148
1185,1149
1186,1150
1187,1151
1188,1152
1189,1153
1190,1154
1191,1155
1192,1156
1193,1157
1194,1158
1196,1159
1197,1160
1198,1161
1199,1162
1200,1163
1201,1164
1202,1165
1203,1166
1204,1167
1206,1168
1207,1169
1208,1170
1209,1171
1210,1172
1211,1173
1212,1174
1213,1175
1214,1176
1215,1177
1216,1178
1217,1179
1218,1180
1219,1181
1220,1182
1221,1183
1222,1184
1223,1185
1224,1186
1225,1187
1226,1188
1227,1189
1228,1190
1230,1191
1231,1192
1232,1193
1233,1194
1234,1195
1235,1196
1236,1197
1237,1198
1238,1199
1240,1200
1241,1201
1242,1202
1243,1203
1244,1204
1245,1205
1246,1206
1247,1207
1248,1208
1249,1209
1250,1210
1251,1211
1252,1212
1253,1213
1254,1214
1255,1215
1256,1216
1257,1217
1258,1218
1259,1219
1260,1220
1261,1221
1262,1222
1263,1223
1264,1224
1265,1225
1266,1226
1267,1227
1268,1228
1269,1229
1270,1230
1271,1231
1272,1232
1273,1233
1274,1234
1275,1235
1276,1236
1277,1237
1278,1238
1279,1239
1280,1240
1281,1241
1282,1242
1283,1243
1284,1244
1285,1245
1286,1246
1287,1247
1288,1248
1289,1249
1290,1250
1291,1251
1292,1252
1293,1253
1295,1254
1296,1255
1297,1256
1298,1257
1299,1258
1300,1259
1301,1260
1302,1261
1303,1262
1304,1263
1305,1264
1306,1265
1307,1266
1308,1267
1309,1268
1310,1269
1311,1270
1312,1271
1313,1272
1314,1273
1315,1274
1316,1275
1317,1276
1318,1277
1319,1278
1320,1279
1321,1280
1322,1281
1323,1282
1324,1283
1325,1284
1326,1285
1327,1286
1328,1287
1329,1288
1330,1289
1331,1290
1332,1291
1333,1292
1334,1293
1335,1294
1336,1295
1337,1296
1339,1297
1340,1298
1341,1299
1342,1300
1343,1301
1344,1302
1345,1303
1346,1304
1347,1305
1348,1306
1349,1307
1350,1308
1351,1309
1352,1310
1353,1311
1354,1312
1355,1313
1356,1314
1357,1315
1358,1316
1359,1317
1360,1318
1361,1319
1363,1320
1364,1321
1365,1322
1366,1323
1367,1324
1368,1325
1369,1326
1370,1327
1371,1328
1372,1329
1373,1330
1374,1331
1375,1332
1376,1333
1377,1334
1378,1335
1379,1336
1380,1337
1381,1338
1382,1339
1383,1340
1384,1341
1385,1342
1386,1343
1387,1344
1388,1345
1389,1346
1390,1347
1391,1348
1392,1349
1393,1350
1394,1351
1395,1352
1396,1353
1397,1354
1398,1355
1399,1356
1400,1357
1401,1358
1404,1359
1405,1360
1406,1361
1407,1362
1408,1363
1409,1364
1410,1365
1411,1366
1412,1367
1413,1368
1414,1369
1415,1370
1416,1371
1417,1372
1419,1373
1420,1374
1421,1375
1422,1376
1423,1377
1424,1378
1425,1379
1426,1380
1427,1381
1428,1382
1429,1383
1430,1384
1431,1385
1432,1386
1433,1387
1434,1388
1436,1389
1437,1390
1438,1391
1439,1392
1440,1393
1441,1394
1442,1395
1443,1396
1444,1397
1445,1398
1446,1399
1447,1400
1448,1401
1449,1402
1450,1403
1453,1404
1454,1405
1455,1406
1456,1407
1457,1408
1458,1409
1459,1410
1460,1411
1461,1412
1462,1413
1463,1414
1464,1415
1465,1416
1466,1417
1467,1418
1468,1419
1470,1420
1471,1421
1472,1422
1473,1423
1474,1424
1475,1425
1476,1426
1477,1427
1479,1428
1480,1429
1482,1430
1483,1431
1484,1432
1485,1433
1486,1434
1487,1435
1488,1436
1489,1437
1490,1438
1493,1439
1495,1440
1496,1441
1497,1442
1498,1443
1499,1444
1500,1445
1501,1446
1502,1447
1503,1448
1504,1449
1507,1450
1508,1451
1509,1452
1510,1453
1511,1454
1513,1455
1514,1456
1515,1457
1516,1458
1517,1459
1518,1460
1519,1461
1520,1462
1522,1463
1523,1464
1524,1465
1525,1466
1526,1467
1527,1468
1528,1469
1529,1470
1531,1471
1532,1472
1533,1473
1534,1474
1535,1475
1537,1476
1538,1477
1539,1478
1541,1479
1542,1480
1543,1481
1544,1482
1545,1483
1546,1484
1547,1485
1548,1486
1549,1487
1550,1488
1551,1489
1552,1490
1553,1491
1554,1492
1555,1493
1556,1494
1557,1495
1558,1496
1559,1497
1561,1498
1562,1499
1563,1500
1564,1501
1565,1502
1566,1503
1567,1504
1568,1505
1569,1506
1570,1507
1571,1508
1572,1509
1573,1510
1574,1511
1575,1512
1577,1513
1578,1514
1579,1515
1580,1516
1581,1517
1582,1518
1583,1519
1584,1520
1585,1521
1586,1522
1587,1523
1588,1524
1589,1525
1590,1526
1591,1527
1592,1528
1593,1529
1594,1530
1595,1531
1596,1532
1597,1533
1598,1534
1599,1535
1600,1536
1601,1537
1602,1538
1603,1539
1604,1540
1605,1541
1606,1542
1608,1543
1609,1544
1610,1545
1611,1546
1612,1547
1613,1548
1614,1549
1615,1550
1616,1551
1617,1552
1619,1553
1620,1554
1621,1555
1622,1556
1623,1557
1624,1558
1625,1559
1626,1560
1627,1561
1628,1562
1629,1563
1630,1564
1631,1565
1632,1566
1633,1567
1635,1568
1636,1569
1639,1570
1640,1571
1641,1572
1642,1573
1643,1574
1644,1575
1645,1576
1646,1577
1647,1578
1648,1579
1649,1580
1650,1581
1651,1582
1652,1583
1653,1584
1654,1585
1655,1586
1656,1587
1657,1588
1658,1589
1659,1590
1660,1591
1661,1592
1662,1593
1663,1594
1664,1595
1665,1596
1666,1597
1667,1598
1668,1599
1669,1600
1670,1601
1671,1602
1672,1603
1673,1604
1674,1605
1675,1606
1676,1607
1677,1608
1678,1609
1679,1610
1680,1611
1681,1612
1682,1613
1683,1614
1684,1615
1685,1616
1686,1617
1687,1618
1688,1619
1689,1620
1690,1621
1692,1622
1693,1623
1694,1624
1695,1625
1696,1626
1697,1627
1698,1628
1699,1629
1701,1630
1702,1631
1703,1632
1704,1633
1705,1634
1706,1635
1707,1636
1708,1637
1709,1638
1711,1639
1713,1640
1714,1641
1715,1642
1716,1643
1717,1644
1718,1645
1719,1646
1720,1647
1721,1648
1722,1649
1723,1650
1724,1651
1725,1652
1726,1653
1727,1654
1728,1655
1729,1656
1730,1657
1731,1658
1732,1659
1733,1660
1734,1661
1735,1662
1738,1663
1739,1664
1740,1665
1742,1666
1743,1667
1744,1668
1746,1669
1747,1670
1748,1671
1749,1672
1750,1673
1752,1674
1753,1675
1754,1676
1755,1677
1756,1678
1757,1679
1759,1680
1760,1681
1762,1682
1764,1683
1765,1684
1767,1685
1768,1686
1769,1687
1770,1688
1771,1689
1772,1690
1773,1691
1774,1692
1776,1693
1777,1694
1779,1695
1780,1696
1781,1697
1782,1698
1783,1699
1784,1700
1785,1701
1787,1702
1788,1703
1789,1704
1791,1705
1792,1706
1793,1707
1794,1708
1795,1709
1796,1710
1797,1711
1798,1712
1799,1713
1801,1714
1804,1715
1805,1716
1806,1717
1807,1718
1809,1719
1810,1720
1811,1721
1812,1722
1814,1723
1815,1724
1816,1725
1817,1726
1819,1727
1820,1728
1821,1729
1822,1730
1824,1731
1825,1732
1826,1733
1827,1734
1829,1735
1830,1736
1831,1737
1832,1738
1833,1739
1834,1740
1835,1741
1836,1742
1837,1743
1839,1744
1840,1745
1841,1746
1842,1747
1843,1748
1844,1749
1845,1750
1846,1751
1847,1752
1848,1753
1849,1754
1850,1755
1851,1756
1852,1757
1853,1758
1854,1759
1855,1760
1856,1761
1857,1762
1858,1763
1859,1764
1860,1765
1861,1766
1862,1767
1863,1768
1864,1769
1865,1770
1866,1771
1867,1772
1869,1773
1870,1774
1871,1775
1872,1776
1873,1777
1874,1778
1875,1779
1876,1780
1877,1781
1878,1782
1879,1783
1880,1784
1881,1785
1882,1786
1883,1787
1884,1788
1885,1789
1886,1790
1887,1791
1888,1792
1889,1793
1890,1794
1891,1795
1892,1796
1893,1797
1894,1798
1895,1799
1896,1800
1897,1801
1898,1802
1899,1803
1900,1804
1901,1805
1902,1806
1903,1807
1904,1808
1905,1809
1906,1810
1907,1811
1908,1812
1909,1813
1910,1814
1911,1815
1912,1816
1913,1817
1914,1818
1915,1819
1916,1820
1917,1821
1918,1822
1919,1823
1920,1824
1921,1825
1922,1826
1923,1827
1924,1828
1925,1829
1926,1830
1927,1831
1928,1832
1929,1833
1930,1834
1931,1835
1932,1836
1933,1837
1934,1838
1935,1839
1936,1840
1937,1841
1938,1842
1939,1843
1940,1844
1941,1845
1942,1846
1943,1847
1944,1848
1945,1849
1946,1850
1947,1851
1948,1852
1949,1853
1950,1854
1951,1855
1952,1856
1953,1857
1954,1858
1955,1859
1956,1860
1957,1861
1958,1862
1959,1863
1960,1864
1961,1865
1962,1866
1963,1867
1964,1868
1965,1869
1966,1870
1967,1871
1968,1872
1969,1873
1970,1874
1971,1875
1972,1876
1973,1877
1974,1878
1975,1879
1976,1880
1977,1881
1978,1882
1979,1883
1980,1884
1981,1885
1982,1886
1983,1887
1984,1888
1985,1889
1986,1890
1987,1891
1988,1892
1989,1893
1990,1894
1991,1895
1992,1896
1993,1897
1994,1898
1995,1899
1996,1900
1997,1901
1998,1902
1999,1903
2000,1904
2001,1905
2002,1906
2003,1907
2004,1908
2005,1909
2006,1910
2007,1911
2008,1912
2009,1913
2010,1914
2011,1915
2012,1916
2013,1917
2014,1918
2015,1919
2016,1920
2017,1921
2018,1922
2019,1923
2020,1924
2021,1925
2022,1926
2023,1927
2024,1928
2025,1929
2026,1930
2027,1931
2028,1932
2029,1933
2030,1934
2031,1935
2032,1936
2033,1937
2034,1938
2035,1939
2036,1940
2037,1941
2038,1942
2039,1943
2040,1944
2041,1945
2042,1946
2043,1947
2044,1948
2045,1949
2046,1950
2047,1951
2048,1952
2049,1953
2050,1954
2051,1955
2052,1956
2053,1957
2054,1958
2055,1959
2056,1960
2057,1961
2058,1962
2059,1963
2060,1964
2061,1965
2062,1966
2063,1967
2064,1968
2065,1969
2066,1970
2067,1971
2068,1972
2069,1973
2070,1974
2071,1975
2072,1976
2073,1977
2074,1978
2075,1979
2076,1980
2077,1981
2078,1982
2079,1983
2080,1984
2081,1985
2082,1986
2083,1987
2084,1988
2085,1989
2086,1990
2087,1991
2088,1992
2089,1993
2090,1994
2091,1995
2093,1996
2094,1997
2095,1998
2096,1999
2097,2000
2098,2001
2099,2002
2100,2003
2101,2004
2102,2005
2103,2006
2104,2007
2105,2008
2106,2009
2107,2010
2108,2011
2109,2012
2110,2013
2111,2014
2112,2015
2113,2016
2114,2017
2115,2018
2116,2019
2117,2020
2118,2021
2119,2022
2120,2023
2121,2024
2122,2025
2123,2026
2124,2027
2125,2028
2126,2029
2127,2030
2128,2031
2129,2032
2130,2033
2131,2034
2132,2035
2133,2036
2134,2037
2135,2038
2136,2039
2137,2040
2138,2041
2139,2042
2140,2043
2141,2044
2142,2045
2143,2046
2144,2047
2145,2048
2146,2049
2147,2050
2148,2051
2149,2052
2150,2053
2151,2054
2152,2055
2153,2056
2154,2057
2155,2058
2156,2059
2157,2060
2158,2061
2159,2062
2160,2063
2161,2064
2162,2065
2163,2066
2164,2067
2165,2068
2166,2069
2167,2070
2168,2071
2169,2072
2170,2073
2171,2074
2172,2075
2173,2076
2174,2077
2175,2078
2176,2079
2177,2080
2178,2081
2179,2082
2180,2083
2181,2084
2182,2085
2183,2086
2184,2087
2185,2088
2186,2089
2187,2090
2188,2091
2189,2092
2190,2093
2191,2094
2192,2095
2193,2096
2194,2097
2195,2098
2196,2099
2197,2100
2198,2101
2199,2102
2200,2103
2201,2104
2202,2105
2203,2106
2204,2107
2205,2108
2206,2109
2207,2110
2208,2111
2209,2112
2210,2113
2211,2114
2212,2115
2213,2116
2214,2117
2215,2118
2216,2119
2217,2120
2218,2121
2219,2122
2220,2123
2221,2124
2222,2125
2223,2126
2224,2127
2225,2128
2226,2129
2227,2130
2229,2131
2230,2132
2231,2133
2232,2134
2233,2135
2234,2136
2235,2137
2236,2138
2237,2139
2238,2140
2239,2141
2240,2142
2241,2143
2242,2144
2243,2145
2244,2146
2245,2147
2246,2148
2247,2149
2248,2150
2249,2151
2250,2152
2251,2153
2252,2154
2253,2155
2255,2156
2256,2157
2257,2158
2258,2159
2259,2160
2260,2161
2261,2162
2262,2163
2263,2164
2264,2165
2265,2166
2266,2167
2267,2168
2268,2169
2269,2170
2270,2171
2271,2172
2272,2173
2273,2174
2274,2175
2275,2176
2276,2177
2278,2178
2279,2179
2280,2180
2281,2181
2282,2182
2283,2183
2284,2184
2285,2185
2286,2186
2287,2187
2288,2188
2289,2189
2290,2190
2291,2191
2292,2192
2293,2193
2294,2194
2295,2195
2296,2196
2297,2197
2298,2198
2299,2199
2300,2200
2301,2201
2302,2202
2303,2203
2304,2204
2305,2205
2306,2206
2307,2207
2308,2208
2309,2209
2310,2210
2311,2211
2312,2212
2313,2213
2314,2214
2315,2215
2316,2216
2317,2217
2318,2218
2319,2219
2320,2220
2321,2221
2322,2222
2323,2223
2324,2224
2325,2225
2326,2226
2327,2227
2328,2228
2329,2229
2330,2230
2331,2231
2332,2232
2333,2233
2334,2234
2335,2235
2336,2236
2337,2237
2338,2238
2339,2239
2340,2240
2341,2241
2342,2242
2343,2243
2344,2244
2345,2245
2346,2246
2347,2247
2348,2248
2349,2249
2350,2250
2351,2251
2352,2252
2353,2253
2354,2254
2355,2255
2356,2256
2357,2257
2358,2258
2359,2259
2360,2260
2361,2261
2362,2262
2363,2263
2364,2264
2365,2265
2366,2266
2367,2267
2368,2268
2369,2269
2370,2270
2371,2271
2372,2272
2373,2273
2374,2274
2375,2275
2376,2276
2377,2277
2378,2278
2379,2279
2380,2280
2381,2281
2382,2282
2383,2283
2384,2284
2385,2285
2386,2286
2387,2287
2388,2288
2389,2289
2390,2290
2391,2291
2392,2292
2393,2293
2394,2294
2395,2295
2396,2296
2397,2297
2398,2298
2399,2299
2400,2300
2401,2301
2402,2302
2403,2303
2404,2304
2405,2305
2406,2306
2407,2307
2408,2308
2409,2309
2410,2310
2411,2311
2412,2312
2413,2313
2414,2314
2415,2315
2416,2316
2417,2317
2418,2318
2419,2319
2420,2320
2421,2321
2422,2322
2423,2323
2424,2324
2425,2325
2426,2326
2427,2327
2428,2328
2429,2329
2430,2330
2431,2331
2432,2332
2433,2333
2434,2334
2435,2335
2436,2336
2437,2337
2438,2338
2439,2339
2440,2340
2441,2341
2442,2342
2443,2343
2444,2344
2445,2345
2446,2346
2447,2347
2448,2348
2449,2349
2450,2350
2451,2351
2452,2352
2453,2353
2454,2354
2455,2355
2456,2356
2457,2357
2458,2358
2459,2359
2460,2360
2461,2361
2462,2362
2463,2363
2464,2364
2465,2365
2466,2366
2467,2367
2468,2368
2469,2369
2470,2370
2471,2371
2472,2372
2473,2373
2474,2374
2475,2375
2476,2376
2477,2377
2478,2378
2479,2379
2480,2380
2481,2381
2482,2382
2483,2383
2484,2384
2485,2385
2486,2386
2487,2387
2488,2388
2489,2389
2490,2390
2491,2391
2492,2392
2493,2393
2494,2394
2495,2395
2496,2396
2497,2397
2498,2398
2499,2399
2500,2400
2501,2401
2502,2402
2503,2403
2504,2404
2505,2405
2506,2406
2507,2407
2508,2408
2509,2409
2510,2410
2511,2411
2512,2412
2513,2413
2514,2414
2515,2415
2516,2416
2517,2417
2518,2418
2519,2419
2520,2420
2521,2421
2522,2422
2523,2423
2524,2424
2525,2425
2526,2426
2527,2427
2528,2428
2529,2429
2530,2430
2531,2431
2532,2432
2533,2433
2534,2434
2535,2435
2536,2436
2537,2437
2538,2438
2539,2439
2540,2440
2541,2441
2542,2442
2543,2443
2544,2444
2545,2445
2546,2446
2547,2447
2548,2448
2549,2449
2550,2450
2551,2451
2552,2452
2553,2453
2554,2454
2555,2455
2556,2456
2557,2457
2558,2458
2559,2459
2560,2460
2561,2461
2562,2462
2563,2463
2564,2464
2565,2465
2566,2466
2567,2467
2568,2468
2569,2469
2570,2470
2571,2471
2572,2472
2573,2473
2574,2474
2575,2475
2576,2476
2577,2477
2578,2478
2579,2479
2580,2480
2581,2481
2582,2482
2583,2483
2584,2484
2585,2485
2586,2486
2587,2487
2588,2488
2589,2489
2590,2490
2591,2491
2592,2492
2593,2493
2594,2494
2595,2495
2596,2496
2597,2497
2598,2498
2599,2499
2600,2500
2601,2501
2602,2502
2603,2503
2604,2504
2605,2505
2606,2506
2607,2507
2608,2508
2609,2509
2610,2510
2611,2511
2612,2512
2613,2513
2614,2514
2615,2515
2616,2516
2617,2517
2618,2518
2619,2519
2620,2520
2621,2521
2622,2522
2623,2523
2624,2524
2625,2525
2626,2526
2627,2527
2628,2528
2629,2529
2630,2530
2631,2531
2632,2532
2633,2533
2634,2534
2635,2535
2636,2536
2637,2537
2638,2538
2639,2539
2640,2540
2641,2541
2642,2542
2643,2543
2644,2544
2646,2545
2647,2546
2648,2547
2649,2548
2650,2549
2651,2550
2652,2551
2653,2552
2654,2553
2655,2554
2656,2555
2657,2556
2658,2557
2659,2558
2660,2559
2661,2560
2662,2561
2663,2562
2664,2563
2665,2564
2666,2565
2667,2566
2668,2567
2669,2568
2670,2569
2671,2570
2672,2571
2673,2572
2674,2573
2675,2574
2676,2575
2677,2576
2678,2577
2679,2578
2680,2579
2681,2580
2682,2581
2683,2582
2684,2583
2685,2584
2686,2585
2687,2586
2688,2587
2689,2588
2690,2589
2691,2590
2692,2591
2693,2592
2694,2593
2695,2594
2696,2595
2697,2596
2698,2597
2699,2598
2700,2599
2701,2600
2702,2601
2703,2602
2704,2603
2705,2604
2706,2605
2707,2606
2708,2607
2709,2608
2710,2609
2711,2610
2712,2611
2713,2612
2714,2613
2715,2614
2716,2615
2717,2616
2718,2617
2719,2618
2720,2619
2721,2620
2722,2621
2723,2622
2724,2623
2725,2624
2726,2625
2727,2626
2728,2627
2729,2628
2730,2629
2731,2630
2732,2631
2733,2632
2734,2633
2735,2634
2736,2635
2737,2636
2738,2637
2739,2638
2740,2639
2741,2640
2742,2641
2743,2642
2744,2643
2745,2644
2746,2645
2747,2646
2748,2647
2749,2648
2750,2649
2751,2650
2752,2651
2753,2652
2754,2653
2755,2654
2756,2655
2757,2656
2758,2657
